experiment_id,instance,method,weekstart,horizon,tstep,driverfactor,rho-value,opt_gap,lambda,maxdriverhours,lambda2,varsettingiterations,strengthenredcosts,formulation,columnmemory,variablefixing_lb,variablefixing_ub,deletioniterationpct,deletionthreshold,cuttype,symmetrybreaking,mipfocus,
195,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
196,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
197,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
198,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
199,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
200,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
201,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
202,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
203,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
204,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
205,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
206,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
207,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
208,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
209,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
210,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
211,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
212,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
213,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
214,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
215,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
216,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
217,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
218,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
219,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
220,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
221,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
222,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
223,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
224,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
225,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
226,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
227,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
228,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
229,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
230,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
231,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
232,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
233,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
234,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
235,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
236,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
237,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
238,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
239,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
240,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
241,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
242,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
243,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
244,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
245,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
246,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
247,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
248,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
249,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
250,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
251,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
252,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
253,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
254,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
255,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
256,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
257,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
258,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
259,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
260,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
261,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
262,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
263,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
264,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
265,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
266,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
267,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
268,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
269,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
270,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
271,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
272,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
273,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
274,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
275,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
276,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
277,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
278,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
279,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
280,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
281,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
282,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
283,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
284,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
285,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
286,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
287,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
288,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
289,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
290,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
291,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
292,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
293,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
294,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
295,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
296,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
297,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
298,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
299,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
300,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
301,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
302,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
303,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
304,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
305,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
306,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
307,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
308,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
309,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
310,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
311,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
312,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.8,6,0,0,0
313,4,ip,2019-06-23,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
314,4,ip,2019-06-30,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
315,4,ip,2019-07-07,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
316,4,ip,2019-07-14,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
317,4,ip,2019-07-21,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
318,4,ip,2019-07-28,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
319,4,ip,2019-08-04,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
320,4,ip,2019-08-11,3,6,7.7,0,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
321,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
322,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
323,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
324,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
325,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
326,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
327,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
328,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
329,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
330,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
331,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
332,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
333,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
334,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
335,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
336,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.2,6,0,0,0
337,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
338,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
339,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
340,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
341,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
342,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
343,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
344,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.4,6,0,0,0
345,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
346,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
347,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
348,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
349,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
350,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
351,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
352,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,0.8,6,0,0,0
353,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
354,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
355,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
356,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
357,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
358,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
359,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
360,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,0,1,heterogeneous,1000,1,1,1,0.4,6,0,0,0
361,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
362,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
363,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
364,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
365,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
366,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
367,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
368,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
369,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
370,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
371,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
372,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
373,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
374,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
375,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
376,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
377,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
378,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
379,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
380,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
381,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
382,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
383,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
384,4,mag,2019-08-11,3,6,7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
385,4,mag,2019-06-23,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
386,4,mag,2019-06-30,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
387,4,mag,2019-07-07,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
388,4,mag,2019-07-14,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
389,4,mag,2019-07-21,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
390,4,mag,2019-07-28,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
391,4,mag,2019-08-04,3,6,7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
